TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENST00000813094	ENSG00000290931	0	0	0	4.01854	5.05882	7.22263
ENST00000813096	ENSG00000290931	0	0	0	0	1	0
ENST00000813097	ENSG00000290931	0	0	0	0	0.79155	0
ENST00000813098	ENSG00000290931	0	0	0	0	1	1
ENST00000813109	ENSG00000287861	0	0	0	0	1	0
ENST00000813114	ENSG00000287964	0	2	0	4	1	0
ENST00000813115	ENSG00000287964	0	0	0	5	8.26142	6
ENST00000813116	ENSG00000287964	1	0	0	0	2	0
ENST00000813117	ENSG00000287964	0	1	0	2	0	0
ENST00000813118	ENSG00000287964	0	0	0	8	9.29409	3
ENST00000813119	ENSG00000287964	0	0	0	1	0.44449	0
ENST00000813120	ENSG00000287964	0	0	0	0	1	0
ENST00000813132	ENSG00000245532	0	1.12996	0	0	0	0
ENST00000813139	ENSG00000305816	0	0	0	0	0.5	0
ENST00000813142	ENSG00000305816	0	0	0	0	0.5	0
ENST00000813144	ENSG00000305816	0	0	0	2	3	1
ENST00000813147	ENSG00000305818	0	0	1	0	0	0
ENST00000813149	ENSG00000305820	0	1	4	1	1	3
ENST00000813154	ENSG00000289849	0	0	1	0	0	0
ENST00000813156	ENSG00000277715	1.42121	0	4.81734	0	0	0.16667
ENST00000813157	ENSG00000277715	0	0	0	2.14002	0	0.16667
ENST00000813158	ENSG00000277715	0	2.81073	0	0	0	0.16667
ENST00000813159	ENSG00000277715	0	0	0	2.14002	0	0.16667
ENST00000813160	ENSG00000277715	0	0	0	0	0	0.16667
ENST00000813161	ENSG00000305822	0	0	0	0	0	1
ENST00000813166	ENSG00000305824	0	0	1	0	0	0
ENST00000813180	ENSG00000305828	0	0	0	0	2	0
ENST00000813183	ENSG00000305829	0	0	0	0	0	1
ENST00000813184	ENSG00000291140	2.31749	1.11808	0	20.1726	14.58352	18.87588
ENST00000813185	ENSG00000291140	1.15875	0	0	3.36001	1.12181	0
ENST00000813186	ENSG00000291140	0	0	0	0	0	1.02577
ENST00000813187	ENSG00000291140	0	1.0768	2.39427	19.3407	12.50653	23.49778
ENST00000813188	ENSG00000291140	0	0	5.16552	2.08096	2.86461	1.57644
ENST00000813189	ENSG00000291140	0	0	0	9.35682	10.85469	1.57029
ENST00000813190	ENSG00000291140	0	0	0	0	1.00557	1.01102
ENST00000813192	ENSG00000291140	0	0	0	0	2.24362	2.61942
ENST00000813193	ENSG00000291140	0	0	0	2.03684	1.40817	2.95357
ENST00000813194	ENSG00000291140	0	1.40799	0	4.02428	5.36828	1.47326
ENST00000813195	ENSG00000291140	0	2.12135	0	12.7635	1.53522	9.00605
ENST00000813196	ENSG00000291140	3.99033	8.48542	3.10192	19.85433	17.47891	9.00605
ENST00000813197	ENSG00000291140	4.4676	6.2121	5.49172	26.31946	13.6316	15.13469
ENST00000813198	ENSG00000291140	0	0	0	2.74339	5.52469	2.99936
ENST00000813199	ENSG00000291140	0	0	0	1.13747	0	0
ENST00000813200	ENSG00000291140	1.39555	2.38434	7.03564	0	3.12156	2.85498
ENST00000813201	ENSG00000291140	0	0	2.11926	6.79716	0	1.20212
ENST00000813202	ENSG00000291140	2.91542	2.21309	2.37017	2.95153	16.16277	11.90558
ENST00000813203	ENSG00000291140	0	1	0	0	1.02941	0
ENST00000813204	ENSG00000291140	0	0	0	2.02037	0	0
ENST00000813205	ENSG00000291140	0	2.16038	0.81052	43.1333	34.69617	44.59404
ENST00000813206	ENSG00000291140	0	0	0	0	3.26091	1.2705
ENST00000813207	ENSG00000291140	0	0	0	0	1.50673	4.50303
ENST00000813208	ENSG00000291140	0	4.24709	0	5.83426	8.45906	2.86253
ENST00000813209	ENSG00000291140	0	0	0	2.79769	4.03499	0
ENST00000813211	ENSG00000305830	3.54223	1	2	1	0	0
ENST00000813212	ENSG00000305830	3.54223	0	0	0	0	2
ENST00000813213	ENSG00000305830	60.37332	0	0	3	39	2
ENST00000813214	ENSG00000305830	3.54223	0	0	0	0	0
ENST00000813217	ENSG00000305830	0	1	2.66667	3	1	4.66667
ENST00000813218	ENSG00000305830	0	0	1.33333	0	6	2.33333
ENST00000813220	ENSG00000305832	0	0	1	0	0	3
ENST00000813228	ENSG00000257329	0	0	1	0	0	0
ENST00000813234	ENSG00000257329	0	0	0	1	1	0
ENST00000813236	ENSG00000257329	0	3	0	0	1	1
ENST00000813237	ENSG00000257329	2.28571	0	2	12	17	8
ENST00000813238	ENSG00000257329	0	0	0	1	0	0
ENST00000813242	ENSG00000305835	0	0	0	0	1	1
ENST00000813243	ENSG00000305836	3	0	22	0	0	0
ENST00000813250	ENSG00000289234	0	0	0	0	1	0
ENST00000813252	ENSG00000305839	0	0	0	1	1	1
ENST00000813253	ENSG00000305839	0	1	0	1	2	3
ENST00000813254	ENSG00000236347	0	0.5	0	11.66667	4.5	2.33333
ENST00000813255	ENSG00000236347	0	0	0	0	1	1.78686
ENST00000813256	ENSG00000236347	0	0	1	0	0	0
ENST00000813257	ENSG00000178412	0	0	0	1	0	0
ENST00000813259	ENSG00000178412	2.5	9.77778	14.50253	6.2978	5.63779	0
ENST00000813260	ENSG00000178412	5	2.44444	0	0	1.40945	0
ENST00000813261	ENSG00000178412	0	0	1.37331	2.4681	3.82394	3.4629
ENST00000813280	ENSG00000237945	18.40176	5.3562	7.14181	0	0	0
ENST00000813281	ENSG00000237945	1.17267	3.13725	2.25752	0	0	0
ENST00000813282	ENSG00000237945	14.49537	0	2.60663	0	0	0
ENST00000813289	ENSG00000237945	0	0	0.00002	0	0	0
ENST00000813291	ENSG00000237945	0	0.99998	0	0	0	0
ENST00000813293	ENSG00000237945	2.10502	0	0	0	0	0
ENST00000813299	ENSG00000237945	0.00001	0	0	0.4	0	0
ENST00000813304	ENSG00000237945	0.33333	0	0	0	0	0
ENST00000813306	ENSG00000237945	4	4	2.5	0	0	0
ENST00000813307	ENSG00000237945	0.33333	0	0	0	0	0
ENST00000813308	ENSG00000237945	0.33333	0	0	0	0	0
ENST00000813309	ENSG00000237945	4.08299	0	5.00646	0	0	0
ENST00000813310	ENSG00000237945	214.96839	259.65607	261.78284	0	0	0
ENST00000813311	ENSG00000237945	19.08594	9.76256	19.77578	0	0	0
ENST00000813312	ENSG00000237945	11.95353	16.13496	14.76914	0	0	0
ENST00000813313	ENSG00000237945	0	0	0	0.4	2	0
ENST00000813314	ENSG00000237945	7.03329	11.01729	8.14045	0	0	1
ENST00000813315	ENSG00000237945	0	12.63856	1.02903	0	0	0
ENST00000813317	ENSG00000237945	0	3	0	0	0	0
ENST00000813318	ENSG00000237945	0	0	0	0.4	0	0
ENST00000813319	ENSG00000237945	0	0	0	0.4	0	0
ENST00000813320	ENSG00000237945	0	0	0	0.4	0	0
ENST00000813323	ENSG00000237945	9.92665	11	6.1017	13	16.61053	13
ENST00000813324	ENSG00000237945	5.18561	0	1.24177	0	0	0
ENST00000813325	ENSG00000237945	0	0	0	7	6.33112	5
ENST00000813343	ENSG00000288729	0	0	0	0	2	0
ENST00000813345	ENSG00000288729	0	0	0	1	0	0
ENST00000813361	ENSG00000288729	0	0	0	0	4	2
ENST00000813363	ENSG00000293491	0	1	0	1	0	0
ENST00000813371	ENSG00000236924	0	0	0	0	0.00971	0
ENST00000813378	ENSG00000236924	45	56.58017	65	64	57	53
ENST00000813381	ENSG00000236924	0	1.01075	1	0	0	0
ENST00000813383	ENSG00000236924	0	1.0946	0	0	0	0
ENST00000813384	ENSG00000236924	0	0	1	0	0	0
ENST00000813389	ENSG00000236924	1	3.03226	0	0	0	0
ENST00000813392	ENSG00000236924	0	0	4	0	0	0
ENST00000813393	ENSG00000236924	0	1	0	0	0	0
ENST00000813396	ENSG00000236924	0	1	2	0	0	0
ENST00000813398	ENSG00000236924	0	0	2	0	0	0
ENST00000813400	ENSG00000236924	3	0	0	0	0	0
ENST00000813401	ENSG00000286389	0	0	0	1	0	1
ENST00000813411	ENSG00000305847	0	14	0	0	0	0
ENST00000813412	ENSG00000305847	6	0	17	20	27	13
ENST00000813413	ENSG00000305847	8	1	4	0	3	4
ENST00000813423	ENSG00000305849	0	0	0	1	0	0
ENST00000813432	ENSG00000234705	0	0	147.8535	19.82608	6.2429	65.43708
ENST00000813433	ENSG00000234705	1.06149	0	21.27817	19.82608	3.12145	22.52232
ENST00000813434	ENSG00000234705	1.05377	2.10417	0	0	0	0
ENST00000813435	ENSG00000234705	1.02767	0	0	0	3.7963	0
ENST00000813446	ENSG00000289326	1	3	11	4	3.06535	1
ENST00000813447	ENSG00000289326	0	0	2.08198	0	0	2.67484
ENST00000813448	ENSG00000289326	0	0	0	5.32793	5.42596	0
ENST00000813449	ENSG00000289326	1.40716	1.13542	2.37558	2.12752	3.06436	0
ENST00000813452	ENSG00000289326	1	2.13204	0	3	1.05649	2.06226
ENST00000813458	ENSG00000289326	0	2	1	0.5	5.91315	4.58663
ENST00000813459	ENSG00000289326	0	0	0	1	0	0
ENST00000813460	ENSG00000289326	0	1	1	0.5	0	3
ENST00000813461	ENSG00000289326	0	0	0	1	2.35657	0
ENST00000813462	ENSG00000289326	0	0	0	0	0	0.41337
ENST00000813464	ENSG00000289326	0	2	2	1	8.36435	8.77701
ENST00000813468	ENSG00000289326	0	0	3.11406	0	0	1.58772
ENST00000813470	ENSG00000289326	0	22	19	0	0	0
ENST00000813472	ENSG00000289326	1.96891	6.40063	0.71717	0	2.54888	3.50923
ENST00000813473	ENSG00000289326	0	1	3	6	10.45544	7
ENST00000813475	ENSG00000289326	1	4	6	13	15.47996	15
ENST00000813477	ENSG00000305852	23	13	7	2	1	0
ENST00000813483	ENSG00000248555	0.93626	0	0	0	0	0
ENST00000813484	ENSG00000248555	1.06374	0	0	0	0	0
ENST00000813489	ENSG00000248555	0	0	0	0	1	0
ENST00000813501	ENSG00000225850	4	3	1	4	2	0
ENST00000813502	ENSG00000225850	0	0	0	1	0	2
ENST00000813513	ENSG00000280195	0	6.5	0	0	0	0
ENST00000813519	ENSG00000269834	14.85037	5.40823	13.59	101.3401	94.294	117.68638
ENST00000813520	ENSG00000269834	17.35381	34.78092	47.78908	235.92399	234.00916	264.04648
ENST00000813521	ENSG00000269834	6.83862	6.68058	8.13028	32.27064	65.09252	32.77591
ENST00000813522	ENSG00000269834	20.80229	5.91709	13.20577	3.20142	22.43095	12.11665
ENST00000813523	ENSG00000269834	107.65399	52.33625	99.14463	126.41424	206.50726	149.36577
ENST00000813530	ENSG00000305859	0	2	0	1	3	1
ENST00000813531	ENSG00000287217	0	0	0	0	0	0.33333
ENST00000813535	ENSG00000287217	0	0	0	0	0	0.33333
ENST00000813536	ENSG00000287217	0	0	0	1	1	0.33333
ENST00000813543	ENSG00000250582	0	0	0	0	0	1
ENST00000813545	ENSG00000305861	0	0	0	0	1	0
ENST00000813548	ENSG00000273102	0	1	2	0	0	0
ENST00000813549	ENSG00000305862	0	0	0	4	1.11111	3
ENST00000813550	ENSG00000305862	0	0	0	0	4	0
ENST00000813551	ENSG00000305862	0	0	2	0	8.88889	0
ENST00000813553	ENSG00000305864	0	0	1	0	0	2
ENST00000813555	ENSG00000305866	135	43	79	32	41	38
ENST00000813556	ENSG00000263753	0	1.31315	0	0	3.77387	1.68823
ENST00000813557	ENSG00000263753	7.24525	14.66745	35.39862	131.86498	262.94931	116.45467
ENST00000813558	ENSG00000263753	0	0	0	2.25671	0	1
ENST00000813563	ENSG00000263753	0	0	0	0	0	1.01626
ENST00000813567	ENSG00000226956	0	0	1.5	0	0	0
ENST00000813568	ENSG00000226956	0	0	1.5	0	0	0
ENST00000813577	ENSG00000305868	5	0	0	0	0	0
ENST00000813579	ENSG00000305868	0	0	4	11	0	0
ENST00000813580	ENSG00000305869	0	0	0	0	0	1
ENST00000813592	ENSG00000178977	0	0	0	0	0	2.4
ENST00000813596	ENSG00000203497	0	2.37838	7.03704	11.05671	1.12069	5.58491
ENST00000813597	ENSG00000203497	4.61538	10.7027	15.48148	17.37483	10.08621	15.35849
ENST00000813600	ENSG00000205334	0	0	1.02483	0	0	0
ENST00000813601	ENSG00000205334	0	1.7211	0	1.30072	0	0
ENST00000813603	ENSG00000205334	2	0	1.06778	0	1.04841	0
ENST00000813604	ENSG00000205334	1	0	0	0	0	2.09399
ENST00000813606	ENSG00000205334	0	0	0	0	0	1.14172
ENST00000813607	ENSG00000205334	0	0	0	0	0	1.14172
ENST00000813610	ENSG00000205334	0	0	1.02483	0	0	3.14098
ENST00000813612	ENSG00000205334	0	0	0	1.02139	0	1.04699
ENST00000813616	ENSG00000205334	15	9.8997	22.31951	55.62036	60.36023	38.83195
ENST00000813617	ENSG00000205334	0	0	0	7.23049	2.08426	5.05586
ENST00000813638	ENSG00000183242	1	0	0	4	3	3
ENST00000813674	ENSG00000305875	6	2	3	3	0	3
ENST00000813678	ENSG00000305878	0	0.2	0	0	0	0
ENST00000813679	ENSG00000305878	0	0.2	0	0	0	0
ENST00000813680	ENSG00000305878	0	0.2	0	0	0	0
ENST00000813681	ENSG00000305878	0	0.2	0	0	0	0
ENST00000813682	ENSG00000305878	0	0.2	0	0	0	0
ENST00000813684	ENSG00000305880	25	48	32	41	71	54
ENST00000813685	ENSG00000305880	3.71429	1.33333	0	18.77778	28.62222	19.81651
ENST00000813686	ENSG00000305880	9.28571	14.66667	7	150.22222	155.37778	124.18349
ENST00000813710	ENSG00000305883	0	0	0	2	0	0
ENST00000813716	ENSG00000256092	7.10548	2	5.14117	1	4.10954	5.05489
ENST00000813719	ENSG00000256092	0	0	0	0	3.08216	0
ENST00000813721	ENSG00000256092	0	2.66667	0	1.5	3.40806	0
ENST00000813728	ENSG00000230417	0	0	0	0	0	1
ENST00000813738	ENSG00000266933	0	1	2	1.2	0	0
ENST00000813743	ENSG00000305887	0	0	0	0	1	0
ENST00000813746	ENSG00000305887	1	0	1	1	0.5	0.5
ENST00000813759	ENSG00000305887	1	0	1	1	0.5	0.5
ENST00000813762	ENSG00000305887	1	0	0	1	0	0
ENST00000813777	ENSG00000236924	0	1	0	1	0	2.21455
ENST00000813778	ENSG00000236924	0	0	0	0	0.04066	0.94929
ENST00000813783	ENSG00000236924	0	0	3	0	1.98058	2.83616
ENST00000813784	ENSG00000236924	0	0	0	0	0.00971	0
ENST00000813791	ENSG00000224812	0	0	0	1	0	0
ENST00000813797	ENSG00000224812	0	0	0	0	0.5	0
ENST00000813798	ENSG00000224812	0	0	0	0	0.5	0
ENST00000813800	ENSG00000305889	1	0	0	5	4	1
ENST00000813817	ENSG00000305890	0	2	1	1	0	0
ENST00000813819	ENSG00000305890	1	4	0	0	0	0
ENST00000813820	ENSG00000248719	0	0	0	1	0	2
ENST00000813823	ENSG00000248719	0	0	0	2	1	0
ENST00000813824	ENSG00000248719	0	0	0	2	0	0
ENST00000813849	ENSG00000259840	0	0	0	0	0	3
ENST00000813856	ENSG00000305900	1	0	0	0	1	0
ENST00000813857	ENSG00000305901	95.96809	88.95506	104.99048	24	31	23
ENST00000813858	ENSG00000305901	1.03191	2.04494	1.00952	0	0	0
ENST00000813860	ENSG00000305902	0	0	0	0	0	1
ENST00000813866	ENSG00000259341	0	0	0	0	0	1
ENST00000813868	ENSG00000259341	0	0	0	2	3	1
ENST00000813869	ENSG00000259341	0	0	0	2	0	0
ENST00000813871	ENSG00000259341	0	0	0	0	0	1
ENST00000813886	ENSG00000285923	1	2	4	1	4	3
ENST00000813921	ENSG00000305910	0	0	0	0	0	1
ENST00000813922	ENSG00000305911	0	0	0	0	0.5	0
ENST00000813923	ENSG00000305911	0	0	0	0	0.5	0
ENST00000813935	ENSG00000244676	6	0	1	2	5	5
ENST00000813945	ENSG00000287545	0	0	0	1	0	0
ENST00000813950	ENSG00000264575	3.30577	2.44004	5.83643	4.57966	3.70661	2.09276
ENST00000813952	ENSG00000264575	0	0	3	0	0	0
ENST00000813953	ENSG00000264575	0	0	0	0	1	0
ENST00000813954	ENSG00000305914	0.33333	1	0	0	0.66667	0
ENST00000813955	ENSG00000305914	0.33333	0	0	0	0.66667	0
ENST00000813956	ENSG00000305914	0.33333	0	0	0	0.66667	0
ENST00000813959	ENSG00000290569	0	0	0	0	2.01764	0
ENST00000813960	ENSG00000290569	0	1	1.00552	3.01557	1.00882	1.10641
ENST00000813968	ENSG00000290569	0	0	0	0	0	1
ENST00000813972	ENSG00000290569	0	3.12498	3.01103	8.61976	22.01863	20.13677
ENST00000813975	ENSG00000290569	0	0	0	1.25369	1.46791	2.65889
ENST00000813976	ENSG00000290569	0	1.58412	0	0	0	0
ENST00000813977	ENSG00000290569	1.01131	2.72631	5.02682	13.51568	12.24958	6.12673
ENST00000813981	ENSG00000287931	0	0	0.66667	0	0.66667	0
ENST00000813982	ENSG00000287931	0	2	0.66667	0	0.66667	0
ENST00000813987	ENSG00000290569	0	1.58412	1	3.76133	1.49979	0
ENST00000813992	ENSG00000290569	0	2.01911	3	1.05751	1	0
ENST00000813997	ENSG00000290569	0	0	0	0	1	0
ENST00000813998	ENSG00000290569	0	1	0	4	0	0
ENST00000814000	ENSG00000290569	10.11598	17.12086	12.0663	21.10903	26.22935	18.80898
ENST00000814001	ENSG00000290569	5.05799	1.07329	6.02206	1.02752	4.02345	2
ENST00000814002	ENSG00000290569	0	1.00974	0	0	1.00882	1.0039
ENST00000814004	ENSG00000290569	0	0	0	0	0	1
ENST00000814006	ENSG00000290569	0	1.00956	0	0	0	0
ENST00000814015	ENSG00000290569	0	0	0	0	1	0
ENST00000814017	ENSG00000290569	0	0.92671	0	0	0	0
ENST00000814018	ENSG00000290569	3.0348	4.02844	2.01139	5.02596	9.07939	0.16222
ENST00000814019	ENSG00000290569	0	0	0	0	1.0096	0
ENST00000814023	ENSG00000290569	0	1	0	0.89981	0	0
ENST00000814025	ENSG00000290569	0	0	0	3.10167	0	0
ENST00000814027	ENSG00000290569	0	0	4.02146	0	0	0
ENST00000814029	ENSG00000290569	3.08968	0	0	0	1.00816	3.0115
ENST00000814032	ENSG00000290569	0.51734	0	0	0	0	0
ENST00000814033	ENSG00000290569	0.49692	0	0	0	0	0
ENST00000814034	ENSG00000290569	0	0	0	14.55892	16.13322	4.16397
ENST00000814035	ENSG00000290569	0	0	0	0	2.1511	1.04425
ENST00000814036	ENSG00000290569	0	0	0	1.04029	0	0
ENST00000814038	ENSG00000290569	2.02262	0	0	0	0	0
ENST00000814040	ENSG00000290569	0	1.05089	0	0	4.31036	0
ENST00000814041	ENSG00000290569	0	0	0	0	1.07871	0
ENST00000814043	ENSG00000290569	0	0	1.03207	0	0	0
ENST00000814045	ENSG00000290569	0	0	0	0	1.07555	0
ENST00000814049	ENSG00000290569	1.01596	0	4.13443	1.0422	6.48016	1.04323
ENST00000814050	ENSG00000290569	0	0	0	1.00485	0	0
ENST00000814052	ENSG00000290569	0	0	0	0	0	1
ENST00000814053	ENSG00000290569	0	0	0	0	0	1
ENST00000814059	ENSG00000290569	0	0	0	1	0	0
ENST00000814062	ENSG00000290569	7	12	9	8	9	1
ENST00000814071	ENSG00000290569	0	0	0.85509	0	0	0.66667
ENST00000814072	ENSG00000290569	0	0	0.85509	0	0	0.66667
ENST00000814074	ENSG00000290569	0	0	0.65427	0	0	0
ENST00000814075	ENSG00000290569	0	0	0.65427	0	0	0.66667
ENST00000814086	ENSG00000305917	0	0	0	1	0	0
ENST00000814088	ENSG00000305918	0	0.02923	3	1	1	0
ENST00000814090	ENSG00000305918	0	0.02923	0	0	1	0
ENST00000814091	ENSG00000305918	0	1.94154	0	0	0	0
ENST00000814106	ENSG00000305920	0	0	0	3	9	5
ENST00000814124	ENSG00000223462	0	0	1	0	0	0
ENST00000814125	ENSG00000223462	0	0	0	0	0	1
ENST00000814134	ENSG00000305924	2	0	0	0	0	0
ENST00000814155	ENSG00000197813	20	0	0	0	2	0
ENST00000814156	ENSG00000214248	0	3	0	1	0	0
ENST00000814157	ENSG00000232671	7.31975	4.36364	13.46489	14.25	18.75	15.37032
ENST00000814158	ENSG00000232671	2.25	7.63636	4.53511	4.75	6.25	11.62968
ENST00000814160	ENSG00000232671	0.43025	0	0	0	1	0
ENST00000814161	ENSG00000232671	6.11143	5.15337	14.71122	15.16215	6.0656	11.26997
ENST00000814167	ENSG00000236305	1	1	8	11	9	4
ENST00000814168	ENSG00000236305	13.32894	21	16.5818	15	15.34884	20.52726
ENST00000814169	ENSG00000236305	18.62424	18.65787	15.28959	15.64706	14.32558	16.06247
ENST00000814170	ENSG00000236305	6.98409	3.73157	1.27413	3.35294	8.18605	8.56665
ENST00000814171	ENSG00000236305	8.50505	5.33865	10.67061	5.20248	6.21394	12
ENST00000814172	ENSG00000236305	1.49495	8.87715	0.32939	1.79752	1.78606	0
ENST00000814174	ENSG00000305932	0	1	6	12	13	5
ENST00000814191	ENSG00000305936	15	17	21	13	20	6
ENST00000814193	ENSG00000285793	0	0	0	5.66667	2.85714	0
ENST00000814194	ENSG00000285793	0	0	0.62531	0	0	0
ENST00000814196	ENSG00000285793	0	1.35688	0.62531	0	0	0
ENST00000814200	ENSG00000236833	3	2	2.5	0	0	0
ENST00000814201	ENSG00000236833	3	2	2.5	0	0	0
ENST00000814202	ENSG00000305937	1	0	1	3	0	0
ENST00000814204	ENSG00000254854	0	0.33333	0	0	0	0
ENST00000814205	ENSG00000254854	0	0.33333	0	0	0	0
ENST00000814207	ENSG00000254854	0	0	0	2.47481	0	0
ENST00000814209	ENSG00000254854	0	0	0	0	0	1
ENST00000814210	ENSG00000254854	0	0	0	0	1.85499	2.48934
ENST00000814211	ENSG00000254854	0.20725	0	0	13.14646	0	3.91836
ENST00000814212	ENSG00000254854	0.20725	0	0	10.73017	0	0
ENST00000814213	ENSG00000254854	7.50804	2	4	1.40859	5.78639	5.78966
ENST00000814215	ENSG00000254854	0	0	0	0	8.74509	0.00641
ENST00000814217	ENSG00000254854	0	0	0	1.1577	0	0
ENST00000814218	ENSG00000254854	0	0	0	2.46302	1.82125	0
ENST00000814219	ENSG00000254854	0	0	0	0	0	0.61956
ENST00000814220	ENSG00000254854	0	0	0	1.15463	0	0
ENST00000814224	ENSG00000254854	0	0	0	2.40013	0	0.61956
ENST00000814225	ENSG00000254854	0.20725	0	0	0	0	0
ENST00000814231	ENSG00000254854	3.8702	0	0	0	0	2.48934
ENST00000814234	ENSG00000254854	0	0	0	2.0477	8.60824	1.06777
ENST00000814236	ENSG00000254854	0	0	0	1	0	0
ENST00000814239	ENSG00000254854	0	0	0	0	4	0
ENST00000814246	ENSG00000254854	0	0	0	0	1.09395	1
ENST00000814248	ENSG00000254854	0	0	0	0.78182	0	0
ENST00000814249	ENSG00000254854	0	2	0	0	0	0
ENST00000814252	ENSG00000254854	0	0	0	0	1.09008	0
ENST00000814264	ENSG00000305939	0	0	0	0	0.66667	0.4
ENST00000814265	ENSG00000305939	0	0	0	0	0.66667	0.4
ENST00000814266	ENSG00000305939	0	0	0	0	0.66667	0.4
ENST00000814267	ENSG00000305939	0	0	2	0	0	0.4
ENST00000814268	ENSG00000305939	0	0	0	0	0	0.4
ENST00000814271	ENSG00000270659	0	1.66667	0	0	6.18182	0
ENST00000814272	ENSG00000270659	0	0	3.01491	0	0	0
ENST00000814273	ENSG00000270659	0	0	1.50434	0	0	0
ENST00000814275	ENSG00000152931	0	0	0	0	0	1
ENST00000814276	ENSG00000250978	0	0	0	1	0	8
ENST00000814283	ENSG00000305943	0	0	1	0	0	0
ENST00000814298	ENSG00000305948	8	22	1	0	0	0
ENST00000814301	ENSG00000305950	0	0	2	7	12	9
ENST00000814302	ENSG00000305950	1	2	1	0	0	0
ENST00000814303	ENSG00000305951	53.86207	82.25	73.04688	18.65217	39.26087	17.77778
ENST00000814304	ENSG00000305951	17.13793	11.75	11.95312	14.34783	3.73913	42.22222
ENST00000814307	ENSG00000305954	10	4	10	5	2	6
ENST00000814315	ENSG00000235831	0	0	0	0	2.12995	0
ENST00000814318	ENSG00000235831	0	0.5	0	0	0	0
ENST00000814319	ENSG00000235831	0	0.5	6	8	9	5
ENST00000814320	ENSG00000235831	0	0	0	0	1.61016	0
ENST00000814326	ENSG00000287605	0	0	0	0	1	0
ENST00000814335	ENSG00000305957	0	0	0	85.22551	0	75
ENST00000814336	ENSG00000305957	0	0	0	3.77449	0	0
ENST00000814346	ENSG00000232903	0	1	0	0	0	0
ENST00000814357	ENSG00000232903	0	0	3.47019	0	0	0
ENST00000814358	ENSG00000232903	0	0	2.31346	0	0	0
ENST00000814364	ENSG00000232903	0	2	2.21634	0	0	0
ENST00000814367	ENSG00000305959	16	6	10	7	10	3
ENST00000814370	ENSG00000305960	0	0	0	0	1	0
ENST00000814371	ENSG00000305960	0	0	1.34782	0	0	0
ENST00000814372	ENSG00000305960	0	0	1.32609	0	0	0
ENST00000814374	ENSG00000305960	8	2	2	0	0	0
ENST00000814375	ENSG00000305960	0	0	2	0	0	0
ENST00000814378	ENSG00000305960	0	0	1.32609	0	0	0
ENST00000814381	ENSG00000305960	2	0	0	0	0	0
ENST00000814387	ENSG00000224577	1	0.5	0	0	0	0
ENST00000814393	ENSG00000224577	0	0	0	1	0	0
ENST00000814394	ENSG00000224577	0	0	0	2.80662	0	1
ENST00000814400	ENSG00000224577	0	0	1	0	0	0
ENST00000814405	ENSG00000224577	1.5	0	2	2	3	2
ENST00000814406	ENSG00000224577	0	0	1	0	0	0
ENST00000814412	ENSG00000224577	1.5	0	0	0	0	0
ENST00000814413	ENSG00000224577	0	5	9	4.23162	5	3
ENST00000814418	ENSG00000224577	0	0	0	0.34852	0	0
ENST00000814421	ENSG00000224577	25	7	23	9	14	3
ENST00000814431	ENSG00000305964	4	1	2	0	2	1
ENST00000814432	ENSG00000305965	0	1	0	0	0	0
ENST00000814434	ENSG00000305966	0	0	0	0	0	1
ENST00000814435	ENSG00000305967	0	1	0	1	0	1
ENST00000814438	ENSG00000305969	1	7	7.85714	5	11.84615	3.33333
ENST00000814439	ENSG00000305969	0	0	3.14286	1	2.15385	1.66667
ENST00000814443	ENSG00000305970	7.62027	4.42129	2.73562	8.57315	7.87555	2
ENST00000814444	ENSG00000305970	0	1.2023	2.76366	3.45567	1.26187	0
ENST00000814445	ENSG00000305970	0	0	0	0	1.04168	1
ENST00000814446	ENSG00000305970	5.78373	5.7977	1.73634	5.6872	8.56452	2
ENST00000814447	ENSG00000305970	1.596	0.57871	0.76438	0.28399	6.25638	2
ENST00000814452	ENSG00000251136	0	0	0	0.41543	0	0
ENST00000814453	ENSG00000251136	0	0	0	0.41543	0	0
ENST00000814454	ENSG00000251136	0	0	0	0	0.5238	1
ENST00000814455	ENSG00000251136	0	0	0	0	0.5238	1
ENST00000814457	ENSG00000251136	1.33333	0	0	0	0	1
ENST00000814458	ENSG00000251136	2	0	0.00143	11.82853	19.30316	11.04844
ENST00000814460	ENSG00000251136	0	0	0	0	0	1.43542
ENST00000814465	ENSG00000251136	0	0	0	1.2	0	0
ENST00000814466	ENSG00000251136	0	0	0	1.2	1.12811	6.01975
ENST00000814467	ENSG00000251136	0	0	0	1.2	0	0
ENST00000814468	ENSG00000251136	0	0	0	1.2	0	0
ENST00000814470	ENSG00000251136	0.5	0	0	0	0	0
ENST00000814472	ENSG00000251136	0.5	0	0	0	0	0
ENST00000814476	ENSG00000251136	0.5	0	0	0	5.40128	1.39577
ENST00000814478	ENSG00000251136	0	0	0	1.61202	0	0
ENST00000814482	ENSG00000251136	0.33333	4.71135	0.22222	1.01707	6	1.29087
ENST00000814483	ENSG00000251136	0.33333	0	0.22222	1.01707	2	0
ENST00000814484	ENSG00000251136	0.33333	0	0.22222	1	0	2
ENST00000814487	ENSG00000251136	0.33333	0	0.22222	2	0	2
ENST00000814489	ENSG00000251136	0.33333	0	0.22222	0	0	0
